Salary
$131,319
$120,000
$114,325
$147,117
$132,921
$134,825
$106,874
$105,560
$177,223
$146,967
$89,903
$96,363
$108,349
$108,072
$144,920
$70,313
$126,353
$72,308
$125,458
$79,683
$130,506
$113,000
$97,093
$135,144
$121,495
$124,816
$73,147
$82,465
$107,457
$137,040
$118,401
$113,411
$120,463
$122,284
$71,917
$91,161
$72,108
$43
$8,253
$85,469
$100,000
$93,494
$123,381
$107,804
$81,254
$83,561
$102,668
$137,245
$98,617
$109,770
$147,555
$106,989
$98,751
$91,945
$178,261
$111,629
$95,318
$74,758
$76,673
$125,761
$76,893
$95,180
$129,761
$79,283
$123,524
$120,440
$76,181
$70,497
$116,674
$79,724
$106,992
$7,297
$121,135
$105,429
$106,950
$75,392
$77,397
$73,989
$8,000
$84,933
$121,389
$73,147
$79,865
$134,094
$78,058
$78,281
$136,769
$82,092
$173,236
$114,018
$127,379
$79,746
$96,252
$95,735
$82,674
$79,115
$74,000
$90,784
$77,661
$104,375
$81,523
$132,479
$144,791
$72,340
$71,870
$102,917
$121,344
$92,554
$91,820
$7,515
$93,770
$93,160
$30
$74,355
$88,625
$105,782
$95,950
$137,477
$123,749
$101,903
$76,560
$81,193
$75,940
$80,076
$103,621
$86,618
$87,783
$96,226
$74,301
$90,694
$99,011
$90,167
$87,637
$121,495
$87,637
$91,713
$119,532
$26
$97,760
$44
$125,674
$140,435
$121,336
$82,738
$81,134
$93,533
$32
$78,397
$121,859
$91,182
$140,366
$131,137
$74,708
$60,110
$105,141
$72,642
$46
$76,115
$91,646
$81,706
$115,724
$78,700
$91,204
$139,871
$108,442
$123,639
$116,737
$115,185
$94,566
$130,172
$77,507
$85,894
$73,797
$91,203
$44
$80,405
$46
$76,980
$77,123
$62,414
$73,815
$81,859
$98,536
$97,540
$88,248
$80,767
$90,932
$69,297
$70,442
$84,417
$86,618
$88,112
$76,475
$95,955
$39
$87,637
$82,542
$83,622
$70,217
$68,697
$84,026
$92,162
$42
$77,507
$120,049
$72,705
$75,503
$76,345
$112,094
$117,880
$79,189
$78,658
$107,418
$98,200
$91,713
$50,471
$80,069
$85,128
$87,052
$147,988
$83,916
$35
$102,811
$84,885
$130,074
$24
$79,485
$98,812
$77,349
$74,989
$70,170
$97,016
$56
$96,941
$127,318
$156,071
$112,094
$95,606
$83,626
$103,775
$67,167
$71,833
$101,114
$26
$74,857
$82,261
$83,411
$23
$92,373
$110,507
$67,256
$61,142
$76,607
$106,850
$84,758
$119,175
$93,732
$81,188
$95,856
$79,389
$87,455
$71,167
$109,144
$78,972
$76,895
$70,601
$89,675
$71,374
$81,181
$150,142
$86,618
$97,032
$73,403
$105,358
$94,332
$77,333
$76,739
$90,121
$74,159
$73,742
$130,331
$30
$88,800
$47
$116,890
$38
$89,675
$100,608
$98,200
$84,335
$94,501
$43
$92,558
$82,542
$105,553
$35
$114,951
$45
$97,593
$72,766
$83,785
$77,605
$124,322
$79,183
$94,238
$77,805
$92,647
$95,473
$76,975
$77,790
$123,381
$88,820
$77,851
$112,187
$106,998
$92,010
$76,910
$37
$78,577
$90,358
$111,629
$87,320
$95,721
$105,671
$47
$92,150
$120,622
$117,421
$78,429
$83,643
$116,507
$81,930
$81,662
$80,339
$101,320
$75,597
$100,015
$75,394
$129,465
$22
$154,879
$95,726
$151,836
$106,411
$56,838
$81,523
$85,843
$87,637
$84,580
$87,129
$112,094
$80,135
$98,886
$92,798
$22
$44
$105,451
$82,623
$93,417
$93,751
$88,656
$139,607
$98,738
$86,618
$58,038
$102,955
$107,913
$99,948
$84,883
$87,787
$78,780
$88,384
$89,142
$109,356
$79,905
$89,062
$103,941
$48
$73,836
$111,790
$105,725
$75,627
$93,824
$96,357
$86,108
$102,861
$152,855
$95,789
$76,387
$88,276
$67,547
$83,651
$69,362
$28
$98,461
$39
$122,430
$97,411
$106,066
$71,540
$93,564
$104,094
$81,523
$47
$100,770
$153,412
$79,718
$133,640
$75,648
$83,051
$98,200
$80,983
$101,651
$95,789
$112,181
$114,829
$91,214
$26
$95,789
$116,940
$82,553
$135,087
$86,189
$79,513
$85,106
$77,646
$97,976
$98,341
$75,807
$69,316
$91,368
$83,998
$89,013
$84,649
$100,353
$64,275
$66,349
$105,508
$75,702
$100,845
$62,384
$76,685
$83,535
$47
$82,976
$91,713
$80,963
$82,672
$73,723
$89,613
$97,556
$78,838
$92,901
$88,281
$72,641
$74,746
$61,894
$86,231
$87,637
$81,490
$78,312
$71,714
$87,941
$98,724
$162,933
$94,667
$142,318
$68,697
$74,355
$74,680
$115,170
$88,593
$70,998
$90,358
$88,445
$88,491
$65,465
$97,554
$78,774
$84,625
$106,901
$119,033
$79,994
$79,005
$91,713
$78,934
$109,489
$103,438
$36
$82,951
$141,054
$113,899
$77,008
$91,178
$79,159
$96,189
$83,947
$113,391
$89,675
$83,368
$105,843
$117,000
$72,949
$91,119
$77,632
$87,990
$39
$93,699
$105,901
$109,998
$110,850
$100,694
$55,762
$100,636
$92,614
$88,465
$71,416
$82,552
$85,249
$74,942
$130,436
$106,376
$87,637
$94,386
$100,873
$80,452
$109,959
$95,543
$145,115
$41
$74,712
$121,438
$80,509
$69,066
$107,892
$82,240
$86,618
$98,420
$93,529
$105,947
$90,184
$98,846
$36
$77,381
$73,276
$87,982
$86,618
$109,146
$103,326
$35
$79,612
$79,950
$86,957
$86,473
$138,945
$94,267
$52,817
$114,202
$87,661
$95,530
$80,743
$44
$68,373
$83,358
$116,793
$80,714
$85,525
$98,217
$86,198
$81,260
$82,542
$27
$136,225
$98,846
$91,713
$112,480
$95,318
$90,932
$83,056
$72,718
$44
$83,051
$95,878
$88,309
$41
$97,827
$109,343
$46
$111,443
$73,024
$31
$78,122
$78,059
$91,171
$94,498
$90,062
$67,547
$107,133
$105,811
$79,226
$127,739
$52
$32
$73,308
$90,913
$121,103
$89,165
$111,046
$90,000
$93,833
$111,063
$83,643
$90,149
$90,651
$85,752
$81,079
$73,530
$110,067
$21
$95,789
$81,689
$94,520
$77,542
$92,679
$27
$94,669
$52
$101,733
$158,038
$37
$43
$85,373
$7,233
$80,548
$81,035
$72,574
$96,427
$141,287
$76,346
$89,023
$82,957
$88,401
$75,050
$76,523
$111,108
$96,808
$155,402
$90,118
$73,762
$87,622
$81,115
$96,797
$42
$127,279
$81,056
$90,358
$83,203
$93,241
$86,721
$89,362
$87,637
$75,755
$92,761
$110,730
$76,447
$24
$77,420
$78,569
$86,166
$89,255
$95,207
$111,321
$83,891
$72,649
$89,675
$86,618
$59,954
$107,162
$92,647
$89,966
$89,966
$28
$112,094
$132,410
$103,598
$95,585
$65,465
$99,865
$92,426
$93,529
$98,317
$92,296
$91,820
$101,210
$90,735
$82,638
$96,458
$93,610
$28
$69,592
$62,085
$101,905
$118,045
$77,311
$98,846
$119,599
$91,970
$73,645
$67,633
$75,627
$130,719
$81,523
$87,127
$143,643
$87,599
$95,318
$79,045
$135,858
$92,642
$85,886
$87,380
$99,344
$89,362
$70,845
$42
$83,561
$116,674
$74,942
$103,343
$72,929
$93,251
$82,217
$78,658
$112,250
$74,451
$95,553
$80,270
$87,490
$81,087
$80,167
$80,167
$72,277
$94,851
$88,231
$89,362
$70,012
$92,732
$97,016
$71,178
$40
$89,009
$98,200
$97,077
$23
$106,998
$91,225
$121,985
$86,259
$72,113
$72,155
$110,853
$97,742
$85,904
$86,618
$76,427
$98,988
$23
$92,732
$68,697
$129,828
$85,843
$38
$77,322
$110,056
$88,575
$93,610
$79,933
$111,442
$91,713
$68,697
$61,142
$75,000
$66,196
$106,813
$91,959
$109,817
$92,314
$72,000
$34
$86,522
$85,843
$57,635
$92,564
$105,256
$75,716
$111,321
$86,330
$92,842
$63
$127,379
$80,922
$82,452
$34
$87,136
$142,333
$92,666
$101,821
$98,846
$96,494
$89,380
$101,903
$76,580
$92,744
$38
$79,572
$97,504
$65,734
$101,003
$145,078
$87,136
$120,711
$106,489
$36
$85,139
$74,942
$73,471
$90,358
$87,637
$72,343
$75,620
$123,787
$95,318
$58,080
$82,338
$86,162
$93,372
$67,845
$82,537
$73,176
$36
$80,427
$106,612
$120,711
$95,585
$77,090
$25
$80,136
$78,988
$95,721
$126,162
$39
$87,567
$86,710
$43
$86,782
$88,656
$94,795
$50,952
$101,903
$88,206
$118,231
$27
$91,418
$92,642
$89,327
$110,184
$91,713
$105,507
$103,657
$134,566
$92,087
$95,286
$93,499
$135,652
$119,725
$91,911
$8,087
$65,417
$79,269
$96,783
$115,457
$88,525
$72,444
$80,671
$42
$77,693
$54,881
$133,134
$87,280
$61
$95,323
$82,966
$107,036
$93,264
$101,256
$80,866
$95,789
$28
$123,787
$42
$81,056
$84,784
$93,751
$61,169
$74,350
$114,767
$35
$126,254
$41
$84,770
$88,837
$79,880
$44
$71,416
$95,558
$80,319
$40
$107,706
$102,999
$63,015
$104,071
$90,874
$87,696
$54,337
$107,241
$157,183
$109,077
$72,129
$111,780
$67,286
$103,961
$82,346
$33
$75,991
$80,342
$122,154
$108,834
$86,618
$94,219
$121,528
$83,054
$90,358
$85,082
$95,932
$90,184
$112,578
$67,547
$78,208
$140,413
$136,944
$96,682
$69,946
$125,994
$70,196
$69,322
$116,727
$70,229
$98,955
$103,297
$80,504
$69,355
$99,727
$47
$70,068
$15
$95,320
$65,465
$88,334
$109,350
$71,318
$52,802
$79,500
